character,category,base_species,species_id_PROVISIONAL,keep(Y/n)
Volkner,gymleader,SPECIES_TYNAMO,655,Y
Volo,villain,SPECIES_GROWLITHE,58,Y
Volo,villain,SPECIES_TOGEPI,175,Y
Volo,villain,SPECIES_BUDEW,459,Y
Volo,villain,SPECIES_SPIRITOMB,495,Y
Volo,villain,SPECIES_GIBLE,496,Y
Volo,villain,SPECIES_RIOLU,500,Y
Volo,villain,SPECIES_GIRATINA,540,Y
Volo,villain,SPECIES_GROWLITHE_H,1234,Y
Wallace,champion,SPECIES_TENTACOOL,72,Y
Wallace,champion,SPECIES_GOLDEEN,118,Y
Wallace,champion,SPECIES_STARYU,120,Y
Wallace,champion,SPECIES_MAGIKARP,129,Y
Wallace,champion,SPECIES_MUDKIP,283,Y
Wallace,champion,SPECIES_LOTAD,295,Y
Wallace,champion,SPECIES_WAILMER,313,Y
Wallace,champion,SPECIES_BARBOACH,323,Y
Wallace,champion,SPECIES_LUVDISC,325,Y
Wallace,champion,SPECIES_FEEBAS,328,Y
Wallace,champion,SPECIES_CARVANHA,330,Y
Wallace,champion,SPECIES_SPHEAL,341,Y
Wallace,champion,SPECIES_CLAMPERL,373,Y
Wallace,champion,SPECIES_BLACEPHALON,1077,Y
Wally,rival,SPECIES_MAGNEMITE,81,Y
Wally,rival,SPECIES_SKITTY,315,Y
Wally,rival,SPECIES_AZURILL,350,Y
Wally,rival,SPECIES_SWABLU,358,Y
Wally,rival,SPECIES_RALTS,392,Y
Wally,rival,SPECIES_BUDEW,459,Y
Wally,rival,SPECIES_GIBLE,496,Y
Wally,rival,SPECIES_FLETCHLING,769,Y
Wattson,gymleader,SPECIES_MAGNEMITE,81,Y
Wattson,gymleader,SPECIES_VOLTORB,100,Y
Wattson,gymleader,SPECIES_PICHU,172,Y
Wattson,gymleader,SPECIES_MAREEP,179,Y
Wattson,gymleader,SPECIES_ELEKID,239,Y
Wattson,gymleader,SPECIES_ELECTRIKE,337,Y
Wattson,gymleader,SPECIES_PLUSLE,353,Y
Wattson,gymleader,SPECIES_MINUN,354,Y
Wattson,gymleader,SPECIES_ROTOM,532,Y
Whitney,gymleader,SPECIES_NIDORAN_F,29,Y
Whitney,gymleader,SPECIES_ODDISH,43,Y
Whitney,gymleader,SPECIES_MEOWTH,52,Y
Whitney,gymleader,SPECIES_PSYDUCK,54,Y
Whitney,gymleader,SPECIES_DODUO,84,Y
Whitney,gymleader,SPECIES_LICKITUNG,108,Y
Whitney,gymleader,SPECIES_TAUROS,128,Y
Whitney,gymleader,SPECIES_DITTO,132,Y
Whitney,gymleader,SPECIES_CLEFFA,173,Y
Whitney,gymleader,SPECIES_IGGLYBUFF,174,Y
Whitney,gymleader,SPECIES_AIPOM,190,Y
Whitney,gymleader,SPECIES_GIRAFARIG,203,Y
Whitney,gymleader,SPECIES_TEDDIURSA,216,Y
Whitney,gymleader,SPECIES_PHANPY,231,Y
Whitney,gymleader,SPECIES_STANTLER,234,Y
Whitney,gymleader,SPECIES_SMEARGLE,235,Y
Whitney,gymleader,SPECIES_MAGBY,240,Y
Whitney,gymleader,SPECIES_MILTANK,241,Y
Whitney,gymleader,SPECIES_SKITTY,315,Y
Whitney,gymleader,SPECIES_BIDOOF,452,Y
Whitney,gymleader,SPECIES_BUNEARY,480,Y
Whitney,gymleader,SPECIES_MIME_JR,492,Y
Whitney,gymleader,SPECIES_HAPPINY,493,Y
Whitney,gymleader,SPECIES_PATRAT,557,Y
Whitney,gymleader,SPECIES_MINCCINO,625,Y
Whitney,gymleader,SPECIES_DEERLING,638,Y
Wikstrom,elite4,SPECIES_SCYTHER,123,Y
Wikstrom,elite4,SPECIES_NOSEPASS,320,Y
Wikstrom,elite4,SPECIES_KARRABLAST,641,Y
Wikstrom,elite4,SPECIES_LITWICK,660,Y
Wikstrom,elite4,SPECIES_HONEDGE,787,Y
Wikstrom,elite4,SPECIES_DEDENNE,810,Y
Wikstrom,elite4,SPECIES_KLEFKI,815,Y
Will,elite4,SPECIES_ABRA,63,Y
Will,elite4,SPECIES_SLOWPOKE,79,Y
Will,elite4,SPECIES_DROWZEE,96,Y
Will,elite4,SPECIES_EXEGGCUTE,102,Y
Will,elite4,SPECIES_EEVEE,133,Y
Will,elite4,SPECIES_CLEFFA,173,Y
Will,elite4,SPECIES_NATU,177,Y
Will,elite4,SPECIES_GIRAFARIG,203,Y
Will,elite4,SPECIES_SMOOCHUM,238,Y
Will,elite4,SPECIES_ELEKID,239,Y
Will,elite4,SPECIES_SPOINK,351,Y
Will,elite4,SPECIES_RALTS,392,Y
Will,elite4,SPECIES_BRONZOR,489,Y
Will,elite4,SPECIES_HAPPINY,493,Y
Will,elite4,SPECIES_MANTYKE,511,Y
Winona,gymleader,SPECIES_MAGIKARP,129,Y
Winona,gymleader,SPECIES_DRATINI,147,Y
Winona,gymleader,SPECIES_HOOTHOOT,163,Y
Winona,gymleader,SPECIES_MURKROW,198,Y
Winona,gymleader,SPECIES_SKARMORY,227,Y
Winona,gymleader,SPECIES_WURMPLE,290,Y
Winona,gymleader,SPECIES_TAILLOW,304,Y
Winona,gymleader,SPECIES_WINGULL,309,Y
Winona,gymleader,SPECIES_SURSKIT,311,Y
Winona,gymleader,SPECIES_SWABLU,358,Y
Winona,gymleader,SPECIES_TROPIUS,369,Y
Winona,gymleader,SPECIES_RAYQUAZA,406,Y
Winona,gymleader,SPECIES_SIGILYPH,614,Y
Wulfric,gymleader,SPECIES_SNOVER,512,Y
Wulfric,gymleader,SPECIES_CRYOGONAL,668,Y
Wulfric,gymleader,SPECIES_BERGMITE,820,Y
Zisu,galaxy,SPECIES_PONYTA,77,Y
Zisu,galaxy,SPECIES_ONIX,95,Y
Zisu,galaxy,SPECIES_AIPOM,190,Y
Zisu,galaxy,SPECIES_MURKROW,198,Y
Zisu,galaxy,SPECIES_CHIMCHAR,443,Y
Zisu,galaxy,SPECIES_SHINX,456,Y
Zisu,galaxy,SPECIES_DRIFLOON,478,Y
Zisu,galaxy,SPECIES_BUNEARY,480,Y
Zisu,galaxy,SPECIES_ZORUA,623,Y
Zisu,galaxy,SPECIES_ZORUA_H,1244,Y
Zoey,anime,SPECIES_EEVEE,133,Y
Zoey,anime,SPECIES_MISDREAVUS,200,Y
Zoey,anime,SPECIES_RALTS,392,Y
Zoey,anime,SPECIES_SHELLOS,475,Y
Zoey,anime,SPECIES_GLAMEOW,484,Y
Zoey,anime,SPECIES_FINNEON,509,Y
